datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Multiple Fuels,330.0,0.00,False
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Nuclear,28373.6,0.33,False
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Oil,202.0,0.00,False
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Other,21.9,0.00,False
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Other Renewables,689.4,0.01,True
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Solar,2407.8,0.03,True
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Storage,0.0,0.00,False
4/30/2021 4:00:00 PM,4/30/2021 12:00:00 PM,Wind,6928.5,0.08,True
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Coal,16131.4,0.19,False
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Gas,29086.2,0.34,False
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Hydro,1191.4,0.01,True
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Multiple Fuels,350.0,0.00,False
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Nuclear,28292.1,0.33,False
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Oil,215.5,0.00,False
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Other,50.3,0.00,False
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Other Renewables,678.7,0.01,True
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Solar,2501.2,0.03,True
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Storage,0.0,0.00,False
4/30/2021 3:00:00 PM,4/30/2021 11:00:00 AM,Wind,7086.4,0.08,True
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Coal,15945.4,0.19,False
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Gas,29065.5,0.34,False
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Hydro,1244.6,0.01,True
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Multiple Fuels,354.0,0.00,False
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Nuclear,28213.7,0.33,False
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Oil,232.0,0.00,False
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Other,64.6,0.00,False
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Other Renewables,676.2,0.01,True
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Solar,2486.8,0.03,True
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Storage,0.0,0.00,False
4/30/2021 2:00:00 PM,4/30/2021 10:00:00 AM,Wind,6900.0,0.08,True
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Coal,15484.5,0.18,False
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Gas,28695.9,0.34,False
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Hydro,1345.9,0.02,True
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Multiple Fuels,171.0,0.00,False
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Nuclear,28227.3,0.34,False
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Oil,210.8,0.00,False
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Other,42.5,0.00,False
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Other Renewables,669.5,0.01,True
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Solar,2447.8,0.03,True
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Storage,0.0,0.00,False
4/30/2021 1:00:00 PM,4/30/2021 9:00:00 AM,Wind,6418.1,0.08,True
4/30/2021 12:00:00 PM,4/30/2021 8:00:00 AM,Coal,15312.5,0.19,False
