datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Other,61.9,0.00,False
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Other Renewables,713.9,0.01,True
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Solar,205.0,0.00,True
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Storage,0.0,0.00,False
1/31/2021 4:00:00 PM,1/31/2021 11:00:00 AM,Wind,5637.0,0.05,True
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Coal,26056.8,0.26,False
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Gas,33232.8,0.33,False
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Hydro,1634.0,0.02,True
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Multiple Fuels,431.3,0.00,False
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Nuclear,33658.8,0.33,False
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Oil,176.7,0.00,False
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Other,61.0,0.00,False
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Other Renewables,710.5,0.01,True
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Solar,149.4,0.00,True
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Storage,0.0,0.00,False
1/31/2021 3:00:00 PM,1/31/2021 10:00:00 AM,Wind,5508.1,0.05,True
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Coal,25680.3,0.25,False
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Gas,32896.6,0.32,False
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Hydro,2230.4,0.02,True
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Multiple Fuels,253.7,0.00,False
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Nuclear,33680.3,0.33,False
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Oil,173.7,0.00,False
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Other,61.0,0.00,False
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Other Renewables,733.3,0.01,True
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Solar,69.5,0.00,True
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Storage,0.0,0.00,False
1/31/2021 2:00:00 PM,1/31/2021 9:00:00 AM,Wind,5718.4,0.06,True
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Coal,24298.5,0.25,False
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Gas,31246.1,0.32,False
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Hydro,1762.7,0.02,True
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Multiple Fuels,252.1,0.00,False
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Nuclear,33654.8,0.34,False
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Oil,175.4,0.00,False
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Other,62.7,0.00,False
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Other Renewables,728.2,0.01,True
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Solar,9.4,0.00,True
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Storage,0.0,0.00,False
1/31/2021 1:00:00 PM,1/31/2021 8:00:00 AM,Wind,5968.4,0.06,True
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Coal,23585.0,0.25,False
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Gas,30051.9,0.31,False
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Hydro,1492.1,0.02,True
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Multiple Fuels,253.4,0.00,False
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Nuclear,33672.7,0.35,False
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Oil,176.3,0.00,False
1/31/2021 12:00:00 PM,1/31/2021 7:00:00 AM,Other,61.9,0.00,False
